Freq.	V(vout)
3.80189396320557e+003	(-1.14291994642406e+000dB,2.19716997451909e+001°)
3.89045144994276e+003	(-1.11602618804745e+000dB,2.15160942604444e+001°)
3.98107170553493e+003	(-1.09018648395706e+000dB,2.10681772903524e+001°)
4.07380277804108e+003	(-1.06536544468082e+000dB,2.06279225204594e+001°)
4.16869383470331e+003	(-1.04152840731679e+000dB,2.01952970839248e+001°)
4.26579518801588e+003	(-1.01864145786976e+000dB,1.97702619459471e+001°)
4.36515832240161e+003	(-9.96671450014189e-001dB,1.93527722824900e+001°)
4.46683592150958e+003	(-9.75586020226398e-001dB,1.89427778520645e+001°)
4.57088189614870e+003	(-9.55353599748498e-001dB,1.85402233595306e+001°)
4.67735141287193e+003	(-9.35943423421925e-001dB,1.81450488109155e+001°)
4.78630092322633e+003	(-9.17325535628006e-001dB,1.77571898584762e+001°)
4.89778819368441e+003	(-8.99470793609971e-001dB,1.73765781353690e+001°)
5.01187233627267e+003	(-8.82350868298934e-001dB,1.70031415793020e+001°)
5.12861383991359e+003	(-8.65938242861373e-001dB,1.66368047448032e+001°)
5.24807460249767e+003	(-8.50206209171242e-001dB,1.62774891037312e+001°)
5.37031796370247e+003	(-8.35128862417850e-001dB,1.59251133338041e+001°)
5.49540873857618e+003	(-8.20681093930233e-001dB,1.55795935949898e+001°)
5.62341325190343e+003	(-8.06838582507219e-001dB,1.52408437937167e+001°)
5.75439937337150e+003	(-7.93577784347839e-001dB,1.49087758348257e+001°)
5.88843655355582e+003	(-7.80875921714361e-001dB,1.45832998614526e+001°)
6.02559586074351e+003	(-7.68710970547449e-001dB,1.42643244828340e+001°)
6.16595001861475e+003	(-7.57061647123981e-001dB,1.39517569902941e+001°)
6.30957344480186e+003	(-7.45907393837691e-001dB,1.36455035615629e+001°)
6.45654229034648e+003	(-7.35228364351334e-001dB,1.33454694537207e+001°)
6.60693448007588e+003	(-7.25005408112388e-001dB,1.30515591850274e+001°)
6.76082975391974e+003	(-7.15220054370467e-001dB,1.27636767059209e+001°)
6.91830970918928e+003	(-7.05854495837431e-001dB,1.24817255595731e+001°)
7.07945784384129e+003	(-6.96891572021652e-001dB,1.22056090322581e+001°)
7.24435960074981e+003	(-6.88314752307885e-001dB,1.19352302939579e+001°)
7.41310241300908e+003	(-6.80108118970979e-001dB,1.16704925295634e+001°)
7.58577575029174e+003	(-6.72256350003970e-001dB,1.14112990609863e+001°)
7.76247116628682e+003	(-6.64744702020068e-001dB,1.11575534606269e+001°)
7.94328234724272e+003	(-6.57558993099988e-001dB,1.09091596565388e+001°)
8.12830516164089e+003	(-6.50685585831942e-001dB,1.06660220296425e+001°)
8.31763771102661e+003	(-6.44111370350084e-001dB,1.04280455034140e+001°)
8.51138038202366e+003	(-6.37823747649005e-001dB,1.01951356263642e+001°)
8.70963589956070e+003	(-6.31810613069538e-001dB,9.96719864768288e+000°)
8.91250938133734e+003	(-6.26060339987535e-001dB,9.74414158641876e+000°)
9.12010839355898e+003	(-6.20561763813509e-001dB,9.52587229450078e+000°)
9.33254300796979e+003	(-6.15304166235817e-001dB,9.31229951397216e+000°)
9.54992586021424e+003	(-6.10277259808139e-001dB,9.10333292872482e+000°)
9.77237220955798e+003	(-6.05471172809259e-001dB,8.89888321108969e+000°)
9.99999999999987e+003	(-6.00876434494590e-001dB,8.69886206351964e+000°)
1.02329299228074e+004	(-5.96483960639637e-001dB,8.50318225573963e+000°)
1.04712854805089e+004	(-5.92285039495508e-001dB,8.31175765756768e+000°)
1.07151930523759e+004	(-5.88271318063739e-001dB,8.12450326770791e+000°)
1.09647819614317e+004	(-5.84434788743113e-001dB,7.94133523879091e+000°)
1.12201845430195e+004	(-5.80767776371172e-001dB,7.76217089883722e+000°)
1.14815362149687e+004	(-5.77262925625488e-001dB,7.58692876948610e+000°)
1.17489755493951e+004	(-5.73913188779615e-001dB,7.41552858108499e+000°)
1.20226443461740e+004	(-5.70711813866519e-001dB,7.24789128495518e+000°)
1.23026877081237e+004	(-5.67652333165009e-001dB,7.08393906298494e+000°)
1.25892541179415e+004	(-5.64728552106314e-001dB,6.92359533473815e+000°)
1.28824955169312e+004	(-5.61934538482350e-001dB,6.76678476228168e+000°)
1.31825673855639e+004	(-5.59264612073849e-001dB,6.61343325288715e+000°)
1.34896288259164e+004	(-5.56713334557303e-001dB,6.46346795976233e+000°)
1.38038426460287e+004	(-5.54275499830455e-001dB,6.31681728098129e+000°)
1.41253754462274e+004	(-5.51946124615597e-001dB,6.17341085674762e+000°)
1.44543977074591e+004	(-5.49720439426377e-001dB,6.03317956512523e+000°)
1.47910838816819e+004	(-5.47593879851021e-001dB,5.89605551635904e+000°)
1.51356124843619e+004	(-5.45562078161230e-001dB,5.76197204591818e+000°)
1.54881661891246e+004	(-5.43620855204655e-001dB,5.63086370636632e+000°)
1.58489319246109e+004	(-5.41766212604815e-001dB,5.50266625815515e+000°)
1.62181009735891e+004	(-5.39994325285043e-001dB,5.37731665945697e+000°)
1.65958690743754e+004	(-5.38301534221138e-001dB,5.25475305512307e+000°)
1.69824365246172e+004	(-5.36684339528780e-001dB,5.13491476484066e+000°)
1.73780082874935e+004	(-5.35139393758167e-001dB,5.01774227058692e+000°)
1.77827941003890e+004	(-5.33663495501040e-001dB,4.90317720345037e+000°)
1.81970085860996e+004	(-5.32253583224502e-001dB,4.79116232988338e+000°)
1.86208713666284e+004	(-5.30906729325138e-001dB,4.68164153745402e+000°)
1.90546071796322e+004	(-5.29620134476643e-001dB,4.57455982016817e+000°)
1.94984459975802e+004	(-5.28391122137826e-001dB,4.46986326340475e+000°)
1.99526231496885e+004	(-5.27217133340248e-001dB,4.36749902851902e+000°)
2.04173794466950e+004	(-5.26095721607838e-001dB,4.26741533717089e+000°)
2.08929613085401e+004	(-5.25024548213637e-001dB,4.16956145541883e+000°)
2.13796208950220e+004	(-5.24001377479287e-001dB,4.07388767761889e+000°)
2.18776162394952e+004	(-5.23024072369952e-001dB,3.98034531016545e+000°)
2.23872113856831e+004	(-5.22090590223143e-001dB,3.88888665512715e+000°)
2.29086765276774e+004	(-5.21198978686988e-001dB,3.79946499377740e+000°)
2.34422881531989e+004	(-5.20347371799987e-001dB,3.71203457009079e+000°)
2.39883291901946e+004	(-5.19533986233284e-001dB,3.62655057419656e+000°)
2.45470891568500e+004	(-5.18757117732520e-001dB,3.54296912583898e+000°)
2.51188643150954e+004	(-5.18015137641917e-001dB,3.46124725785517e+000°)
2.57039578276883e+004	(-5.17306489633329e-001dB,3.38134289970320e+000°)
2.63026799189534e+004	(-5.16629686552552e-001dB,3.30321486104503e+000°)
2.69153480392688e+004	(-5.15983307395141e-001dB,3.22682281541865e+000°)
2.75422870333813e+004	(-5.15365994396897e-001dB,3.15212728399717e+000°)
2.81838293126441e+004	(-5.14776450293925e-001dB,3.07908961947458e+000°)
2.88403150312656e+004	(-5.14213435655947e-001dB,3.00767199006202e+000°)
2.95120922666634e+004	(-5.13675766353036e-001dB,2.93783736363334e+000°)
3.01995172040197e+004	(-5.13162311139411e-001dB,2.86954949200876e+000°)
3.09029543251354e+004	(-5.12671989305227e-001dB,2.80277289540315e+000°)
3.16227766016833e+004	(-5.12203768491152e-001dB,2.73747284704302e+000°)
3.23593656929623e+004	(-5.11756662528614e-001dB,2.67361535794546e+000°)
3.31131121482586e+004	(-5.11329729438273e-001dB,2.61116716189042e+000°)
3.38844156139197e+004	(-5.10922069451658e-001dB,2.55009570057184e+000°)
3.46736850452526e+004	(-5.10532823181864e-001dB,2.49036910894446e+000°)
3.54813389233570e+004	(-5.10161169835264e-001dB,2.43195620076179e+000°)
3.63078054770096e+004	(-5.09806325503192e-001dB,2.37482645431756e+000°)
3.71535229097167e+004	(-5.09467541548432e-001dB,2.31894999838605e+000°)
3.80189396320555e+004	(-5.09144103037679e-001dB,2.26429759837010e+000°)
3.89045144994275e+004	(-5.08835327274636e-001dB,2.21084064265346e+000°)
3.98107170553491e+004	(-5.08540562360328e-001dB,2.15855112915951e+000°)
4.07380277804107e+004	(-5.08259185855511e-001dB,2.10740165212514e+000°)
4.16869383470329e+004	(-5.07990603466355e-001dB,2.05736538907736e+000°)
4.26579518801586e+004	(-5.07734247821911e-001dB,2.00841608802120e+000°)
4.36515832240159e+004	(-5.07489577262815e-001dB,1.96052805483761e+000°)
4.46683592150956e+004	(-5.07256074753728e-001dB,1.91367614089257e+000°)
4.57088189614868e+004	(-5.07033246759931e-001dB,1.86783573084987e+000°)
4.67735141287191e+004	(-5.06820622245359e-001dB,1.82298273069190e+000°)
4.78630092322631e+004	(-5.06617751670772e-001dB,1.77909355594770e+000°)
4.89778819368439e+004	(-5.06424206060458e-001dB,1.73614512012425e+000°)
5.01187233627264e+004	(-5.06239576091298e-001dB,1.69411482333934e+000°)
5.12861383991357e+004	(-5.06063471245997e-001dB,1.65298054115531e+000°)
5.24807460249764e+004	(-5.05895519006290e-001dB,1.61272061361169e+000°)
5.37031796370244e+004	(-5.05735364043102e-001dB,1.57331383445350e+000°)
5.49540873857616e+004	(-5.05582667491033e-001dB,1.53473944055146e+000°)
5.62341325190340e+004	(-5.05437106223685e-001dB,1.49697710151701e+000°)
5.75439937337148e+004	(-5.05298372194577e-001dB,1.46000690950345e+000°)
5.88843655355580e+004	(-5.05166171759743e-001dB,1.42380936919297e+000°)
6.02559586074348e+004	(-5.05040225084177e-001dB,1.38836538796835e+000°)
6.16595001861472e+004	(-5.04920265561285e-001dB,1.35365626626664e+000°)
6.30957344480183e+004	(-5.04806039216037e-001dB,1.31966368810380e+000°)
6.45654229034645e+004	(-5.04697304202774e-001dB,1.28636971178213e+000°)
6.60693448007586e+004	(-5.04593830271184e-001dB,1.25375676076344e+000°)
6.76082975391971e+004	(-5.04495398307935e-001dB,1.22180761471557e+000°)
6.91830970918925e+004	(-5.04401799860728e-001dB,1.19050540072017e+000°)
7.07945784384127e+004	(-5.04312836699073e-001dB,1.15983358464613e+000°)
7.24435960074979e+004	(-5.04228320390388e-001dB,1.12977596268130e+000°)
7.41310241300906e+004	(-5.04148071908668e-001dB,1.10031665302066e+000°)
7.58577575029172e+004	(-5.04071921269165e-001dB,1.07144008770907e+000°)
7.76247116628679e+004	(-5.03999707142747e-001dB,1.04313100463254e+000°)
7.94328234724269e+004	(-5.03931276548946e-001dB,1.01537443965882e+000°)
8.12830516164086e+004	(-5.03866484489490e-001dB,9.88155718918889e-001°)
8.31763771102658e+004	(-5.03805193700149e-001dB,9.61460451235060e-001°)
8.51138038202363e+004	(-5.03747274304093e-001dB,9.35274520680109e-001°)
8.70963589956067e+004	(-5.03692603565827e-001dB,9.09584079277408e-001°)
8.91250938133731e+004	(-5.03641065627309e-001dB,8.84375539829911e-001°)
9.12010839355895e+004	(-5.03592551270242e-001dB,8.59635568880162e-001°)
9.33254300796976e+004	(-5.03546957682032e-001dB,8.35351079794885e-001°)
9.54992586021420e+004	(-5.03504188209710e-001dB,8.11509225970842e-001°)
9.77237220955795e+004	(-5.03464152214238e-001dB,7.88097394168125e-001°)
9.99999999999984e+004	(-5.03426764828523e-001dB,7.65103197952186e-001°)
1.02329299228074e+005	(-5.03391946785744e-001dB,7.42514471254471e-001°)
1.04712854805088e+005	(-5.03359624278345e-001dB,7.20319262047287e-001°)
1.07151930523759e+005	(-5.03329728777605e-001dB,6.98505826122280e-001°)
1.09647819614317e+005	(-5.03302196884465e-001dB,6.77062620978367e-001°)
1.12201845430195e+005	(-5.03276970224272e-001dB,6.55978299815004e-001°)
1.14815362149686e+005	(-5.03253995291140e-001dB,6.35241705620163e-001°)
1.17489755493951e+005	(-5.03233223350310e-001dB,6.14841865363083e-001°)
1.20226443461739e+005	(-5.03214610335166e-001dB,5.94767984280143e-001°)
1.23026877081236e+005	(-5.03198116748986e-001dB,5.75009440252244e-001°)
1.25892541179415e+005	(-5.03183707590140e-001dB,5.55555778276736e-001°)
1.28824955169311e+005	(-5.03171352255685e-001dB,5.36396705021385e-001°)
1.31825673855639e+005	(-5.03161024498487e-001dB,5.17522083471855e-001°)
1.34896288259163e+005	(-5.03152702366912e-001dB,4.98921927657603e-001°)
1.38038426460286e+005	(-5.03146368155214e-001dB,4.80586397459746e-001°)
1.41253754462273e+005	(-5.03142008360120e-001dB,4.62505793498127e-001°)
1.44543977074590e+005	(-5.03139613662242e-001dB,4.44670552095802e-001°)
1.47910838816818e+005	(-5.03139178878159e-001dB,4.27071240313207e-001°)
1.51356124843618e+005	(-5.03140703010529e-001dB,4.09698551068434e-001°)
1.54881661891246e+005	(-5.03144189161469e-001dB,3.92543298305719e-001°)
1.58489319246109e+005	(-5.03149644620399e-001dB,3.75596412256219e-001°)
1.62181009735890e+005	(-5.03157080813331e-001dB,3.58848934744871e-001°)
1.65958690743753e+005	(-5.03166513369258e-001dB,3.42292014575943e-001°)
1.69824365246172e+005	(-5.03177962115354e-001dB,3.25916902971074e-001°)
1.73780082874935e+005	(-5.03191451152391e-001dB,3.09714949077554e-001°)
1.77827941003889e+005	(-5.03207008892895e-001dB,2.93677595529342e-001°)
1.81970085860995e+005	(-5.03224668099073e-001dB,2.77796374064188e-001°)
1.86208713666284e+005	(-5.03244465989113e-001dB,2.62062901205842e-001°)
1.90546071796322e+005	(-5.03266444264751e-001dB,2.46468873985773e-001°)
1.94984459975801e+005	(-5.03290649262303e-001dB,2.31006065739105e-001°)
1.99526231496885e+005	(-5.03317131968644e-001dB,2.15666321924085e-001°)
2.04173794466949e+005	(-5.03345948202302e-001dB,2.00441556021628e-001°)
2.08929613085400e+005	(-5.03377158682213e-001dB,1.85323745461879e-001°)
2.13796208950220e+005	(-5.03410829158405e-001dB,1.70304927606588e-001°)
2.18776162394952e+005	(-5.03447030573346e-001dB,1.55377195784055e-001°)
2.23872113856830e+005	(-5.03485839176804e-001dB,1.40532695358347e-001°)
2.29086765276773e+005	(-5.03527336700370e-001dB,1.25763619853114e-001°)
2.34422881531988e+005	(-5.03571610525895e-001dB,1.11062207117497e-001°)
2.39883291901945e+005	(-5.03618753858239e-001dB,9.64207355326085e-002°)
2.45470891568499e+005	(-5.03668865917699e-001dB,8.18315202653560e-002°)
2.51188643150954e+005	(-5.03722052153002e-001dB,6.72869095644739e-002°)
2.57039578276882e+005	(-5.03778424444930e-001dB,5.27792810969227e-002°)
2.63026799189534e+005	(-5.03838101354399e-001dB,3.83010383323631e-002°)
2.69153480392687e+005	(-5.03901208338998e-001dB,2.38446069606556e-002°)
2.75422870333812e+005	(-5.03967878029222e-001dB,9.40243136314430e-003°)
2.81838293126440e+005	(-5.04038250501386e-001dB,-5.03302887758975e-003°)
2.88403150312656e+005	(-5.04112473541057e-001dB,-1.94693024299569e-002°)
2.95120922666633e+005	(-5.04190702982893e-001dB,-3.39139096051709e-002°)
3.01995172040196e+005	(-5.04273102976612e-001dB,-4.83743657280375e-002°)
3.09029543251354e+005	(-5.04359846367062e-001dB,-6.28581844340243e-002°)
3.16227766016832e+005	(-5.04451115025587e-001dB,-7.73728809376604e-002°)
3.23593656929623e+005	(-5.04547100196042e-001dB,-9.19259752512671e-002°)
3.31131121482585e+005	(-5.04648002928005e-001dB,-1.06524995333394e-001°)
3.38844156139197e+005	(-5.04754034437220e-001dB,-1.21177480210938e-001°)
3.46736850452526e+005	(-5.04865416568963e-001dB,-1.35890983019931e-001°)
3.54813389233569e+005	(-5.04982382197558e-001dB,-1.50673074014505e-001°)
3.63078054770095e+005	(-5.05105175735941e-001dB,-1.65531343487323e-001°)
3.71535229097166e+005	(-5.05234053591077e-001dB,-1.80473404647013e-001°)
3.80189396320555e+005	(-5.05369284705029e-001dB,-1.95506896410478e-001°)
3.89045144994274e+005	(-5.05511151053887e-001dB,-2.10639486141892e-001°)
3.98107170553490e+005	(-5.05659948230691e-001dB,-2.25878872296297e-001°)
4.07380277804106e+005	(-5.05815986012416e-001dB,-2.41232786994467e-001°)
4.16869383470328e+005	(-5.05979588977031e-001dB,-2.56708998504256e-001°)
4.26579518801585e+005	(-5.06151097142265e-001dB,-2.72315313627809e-001°)
4.36515832240158e+005	(-5.06330866607746e-001dB,-2.88059580003348e-001°)
4.46683592150955e+005	(-5.06519270277409e-001dB,-3.03949688275435e-001°)
4.57088189614867e+005	(-5.06716698558080e-001dB,-3.19993574178901e-001°)
4.67735141287190e+005	(-5.06923560105806e-001dB,-3.36199220489488e-001°)
4.78630092322630e+005	(-5.07140282632142e-001dB,-3.52574658835642e-001°)
4.89778819368438e+005	(-5.07367313705084e-001dB,-3.69127971384290e-001°)
5.01187233627263e+005	(-5.07605121588309e-001dB,-3.85867292377604e-001°)
5.12861383991356e+005	(-5.07854196137068e-001dB,-4.02800809497020e-001°)
5.24807460249763e+005	(-5.08115049735218e-001dB,-4.19936765051602e-001°)
5.37031796370243e+005	(-5.08388218201654e-001dB,-4.37283457016392e-001°)
5.49540873857615e+005	(-5.08674261827579e-001dB,-4.54849239823714e-001°)
5.62341325190339e+005	(-5.08973766378292e-001dB,-4.72642524980973e-001°)
5.75439937337147e+005	(-5.09287344179412e-001dB,-4.90671781435200e-001°)
5.88843655355579e+005	(-5.09615635218675e-001dB,-5.08945535705596e-001°)
6.02559586074347e+005	(-5.09959308302370e-001dB,-5.27472371749219e-001°)
6.16595001861471e+005	(-5.10319062234458e-001dB,-5.46260930552204e-001°)
6.30957344480182e+005	(-5.10695627084351e-001dB,-5.65319909396995e-001°)
6.45654229034644e+005	(-5.11089765419110e-001dB,-5.84658060850451e-001°)
6.60693448007584e+005	(-5.11502273657705e-001dB,-6.04284191360479e-001°)
6.76082975391970e+005	(-5.11933983428874e-001dB,-6.24207159512852e-001°)
6.91830970918924e+005	(-5.12385762984386e-001dB,-6.44435873879489e-001°)
7.07945784384125e+005	(-5.12858518645654e-001dB,-6.64979290458436e-001°)
7.24435960074977e+005	(-5.13353196325902e-001dB,-6.85846409641516e-001°)
7.41310241300904e+005	(-5.13870783048144e-001dB,-7.07046272734598e-001°)
7.58577575029170e+005	(-5.14412308557641e-001dB,-7.28587957933169e-001°)
7.76247116628678e+005	(-5.14978846963288e-001dB,-7.50480575760097e-001°)
7.94328234724267e+005	(-5.15571518385806e-001dB,-7.72733263951614e-001°)
8.12830516164085e+005	(-5.16191490717864e-001dB,-7.95355181674393e-001°)
8.31763771102656e+005	(-5.16839981374899e-001dB,-8.18355503118515e-001°)
8.51138038202361e+005	(-5.17518259078709e-001dB,-8.41743410404746e-001°)
8.70963589956065e+005	(-5.18227645732141e-001dB,-8.65528085705159e-001°)
8.91250938133729e+005	(-5.18969518290120e-001dB,-8.89718702608768e-001°)
9.12010839355893e+005	(-5.19745310658612e-001dB,-9.14324416660693e-001°)
9.33254300796974e+005	(-5.20556515657929e-001dB,-9.39354354992272e-001°)
9.54992586021419e+005	(-5.21404686990423e-001dB,-9.64817605034794e-001°)
9.77237220955793e+005	(-5.22291441209095e-001dB,-9.90723202270439e-001°)
9.99999999999982e+005	(-5.23218459769527e-001dB,-1.01708011688688e+000°)
1.02329299228074e+006	(-5.24187491028362e-001dB,-1.04389723939760e+000°)
1.04712854805088e+006	(-5.25200352264793e-001dB,-1.07118336509224e+000°)
1.07151930523759e+006	(-5.26258931736481e-001dB,-1.09894717724938e+000°)
1.09647819614316e+006	(-5.27365190690299e-001dB,-1.12719722910916e+000°)
1.12201845430194e+006	(-5.28521165368993e-001dB,-1.15594192450741e+000°)
1.14815362149686e+006	(-5.29728968952081e-001dB,-1.18518949715582e+000°)
1.17489755493951e+006	(-5.30990793563230e-001dB,-1.21494798836010e+000°)
1.20226443461739e+006	(-5.32308912105145e-001dB,-1.24522522335727e+000°)
1.23026877081236e+006	(-5.33685680123679e-001dB,-1.27602878597348e+000°)
1.25892541179414e+006	(-5.35123537538188e-001dB,-1.30736599170667e+000°)
1.28824955169311e+006	(-5.36625010299413e-001dB,-1.33924385910179e+000°)
1.31825673855638e+006	(-5.38192711963559e-001dB,-1.37166907933442e+000°)
1.34896288259163e+006	(-5.39829345100563e-001dB,-1.40464798403806e+000°)
1.38038426460286e+006	(-5.41537702571755e-001dB,-1.43818651125454e+000°)
1.41253754462273e+006	(-5.43320668642253e-001dB,-1.47229016947965e+000°)
1.44543977074590e+006	(-5.45181219894047e-001dB,-1.50696399977516e+000°)
1.47910838816818e+006	(-5.47122425922891e-001dB,-1.54221253590322e+000°)
1.51356124843618e+006	(-5.49147449819001e-001dB,-1.57803976241997e+000°)
1.54881661891245e+006	(-5.51259548295113e-001dB,-1.61444907087320e+000°)
1.58489319246108e+006	(-5.53462071622681e-001dB,-1.65144321380370e+000°)
1.62181009735890e+006	(-5.55758463136589e-001dB,-1.68902425688400e+000°)
1.65958690743753e+006	(-5.58152258454571e-001dB,-1.72719352892413e+000°)
1.69824365246171e+006	(-5.60647084198634e-001dB,-1.76595157006252e+000°)
1.73780082874934e+006	(-5.63246656367498e-001dB,-1.80529807789610e+000°)
1.77827941003889e+006	(-5.65954778143343e-001dB,-1.84523185191485e+000°)
1.81970085860995e+006	(-5.68775337258041e-001dB,-1.88575073604904e+000°)
1.86208713666283e+006	(-5.71712302710288e-001dB,-1.92685155973443e+000°)
1.90546071796321e+006	(-5.74769720965680e-001dB,-1.96853007733710e+000°)
1.94984459975801e+006	(-5.77951711392056e-001dB,-2.01078090646045e+000°)
1.99526231496884e+006	(-5.81262461136524e-001dB,-2.05359746488759e+000°)
2.04173794466949e+006	(-5.84706219100296e-001dB,-2.09697190694381e+000°)
2.08929613085400e+006	(-5.88287289271278e-001dB,-2.14089505897194e+000°)
2.13796208950219e+006	(-5.92010023101563e-001dB,-2.18535635473587e+000°)
2.18776162394951e+006	(-5.95878811115308e-001dB,-2.23034377067012e+000°)
2.23872113856830e+006	(-5.99898073504581e-001dB,-2.27584376172483e+000°)
2.29086765276773e+006	(-6.04072249793023e-001dB,-2.32184119803863e+000°)
2.34422881531988e+006	(-6.08405787536239e-001dB,-2.36831930285604e+000°)
2.39883291901944e+006	(-6.12903129923720e-001dB,-2.41525959246498e+000°)
2.45470891568498e+006	(-6.17568702375762e-001dB,-2.46264181842320e+000°)
2.51188643150953e+006	(-6.22406897998353e-001dB,-2.51044391296319e+000°)
2.57039578276881e+006	(-6.27422061982175e-001dB,-2.55864193798568e+000°)
2.63026799189533e+006	(-6.32618474841889e-001dB,-2.60721003856802e+000°)
2.69153480392686e+006	(-6.38000334573821e-001dB,-2.65612040154348e+000°)
2.75422870333811e+006	(-6.43571737665621e-001dB,-2.70534322011875e+000°)
2.81838293126440e+006	(-6.49336659034665e-001dB,-2.75484666522325e+000°)
2.88403150312655e+006	(-6.55298930894707e-001dB,-2.80459686449485e+000°)
2.95120922666633e+006	(-6.61462220612547e-001dB,-2.85455788975818e+000°)
3.01995172040196e+006	(-6.67830007593440e-001dB,-2.90469175393009e+000°)
3.09029543251353e+006	(-6.74405559253584e-001dB,-2.95495841830921e+000°)
3.16227766016832e+006	(-6.81191906238807e-001dB,-3.00531581094078e+000°)
3.23593656929622e+006	(-6.88191816899287e-001dB,-3.05571985724445e+000°)
3.31131121482585e+006	(-6.95407771207225e-001dB,-3.10612452357871e+000°)
3.38844156139196e+006	(-7.02841934259609e-001dB,-3.15648187456803e+000°)
3.46736850452525e+006	(-7.10496129461352e-001dB,-3.20674214516437e+000°)
3.54813389233568e+006	(-7.18371811661504e-001dB,-3.25685382789411e+000°)
3.63078054770094e+006	(-7.26470040363355e-001dB,-3.30676377608131e+000°)
3.71535229097165e+006	(-7.34791453236100e-001dB,-3.35641732360615e+000°)
3.80189396320554e+006	(-7.43336240206386e-001dB,-3.40575842137518e+000°)
3.89045144994273e+006	(-7.52104118304041e-001dB,-3.45472979104420e+000°)
3.98107170553489e+006	(-7.61094307578315e-001dB,-3.50327309587717e+000°)
4.07380277804105e+006	(-7.70305508306931e-001dB,-3.55132912884681e+000°)
4.16869383470327e+006	(-7.79735879824922e-001dB,-3.59883801757123e+000°)
4.26579518801584e+006	(-7.89383021226967e-001dB,-3.64573944569122e+000°)
4.36515832240157e+006	(-7.99243954210512e-001dB,-3.69197289013169e+000°)
4.46683592150954e+006	(-8.09315108417822e-001dB,-3.73747787303366e+000°)
4.57088189614866e+006	(-8.19592309439876e-001dB,-3.78219422771121e+000°)
4.67735141287189e+006	(-8.30070769873291e-001dB,-3.82606237675196e+000°)
4.78630092322629e+006	(-8.40745083588375e-001dB,-3.86902362107266e+000°)
4.89778819368436e+006	(-8.51609223499564e-001dB,-3.91102043787226e+000°)
5.01187233627262e+006	(-8.62656542993019e-001dB,-3.95199678566439e+000°)
5.12861383991355e+006	(-8.73879781258662e-001dB,-3.99189841385059e+000°)
5.24807460249762e+006	(-8.85271072586272e-001dB,-4.03067317483272e+000°)
5.37031796370242e+006	(-8.96821959813257e-001dB,-4.06827133566238e+000°)
5.49540873857613e+006	(-9.08523411943905e-001dB,-4.10464588679830e+000°)
5.62341325190338e+006	(-9.20365845924345e-001dB,-4.13975284526816e+000°)
5.75439937337145e+006	(-9.32339152648277e-001dB,-4.17355154893164e+000°)
5.88843655355577e+006	(-9.44432726978748e-001dB,-4.20600493962542e+000°)
6.02559586074345e+006	(-9.56635501790435e-001dB,-4.23707983163160e+000°)
6.16595001861470e+006	(-9.68935985694451e-001dB,-4.26674716352359e+000°)
6.30957344480180e+006	(-9.81322304397500e-001dB,-4.29498222978588e+000°)
6.45654229034642e+006	(-9.93782245231282e-001dB,-4.32176489060499e+000°)
6.60693448007582e+006	(-1.00630330464203e+000dB,-4.34707975698448e+000°)
6.76082975391968e+006	(-1.01887273825362e+000dB,-4.37091634914482e+000°)
6.91830970918922e+006	(-1.03147761302300e+000dB,-4.39326922693420e+000°)
7.07945784384123e+006	(-1.04410486117027e+000dB,-4.41413809001486e+000°)
7.24435960074975e+006	(-1.05674133529668e+000dB,-4.43352784745617e+000°)
7.41310241300902e+006	(-1.06937386429746e+000dB,-4.45144865547641e+000°)
7.58577575029168e+006	(-1.08198930953671e+000dB,-4.46791592310007e+000°)
7.76247116628676e+006	(-1.09457462078090e+000dB,-4.48295028579121e+000°)
7.94328234724265e+006	(-1.10711689141203e+000dB,-4.49657754742002e+000°)
8.12830516164082e+006	(-1.11960341242764e+000dB,-4.50882859122037e+000°)
8.31763771102654e+006	(-1.13202172478855e+000dB,-4.51973926084624e+000°)
8.51138038202359e+006	(-1.14435966960771e+000dB,-4.52935021330611e+000°)
8.70963589956062e+006	(-1.15660543586677e+000dB,-4.53770674498666e+000°)
8.91250938133727e+006	(-1.16874760520870e+000dB,-4.54485859331049e+000°)
9.12010839355890e+006	(-1.18077519351994e+000dB,-4.55085971606012e+000°)
9.33254300796971e+006	(-1.19267768900483e+000dB,-4.55576805097481e+000°)
9.54992586021416e+006	(-1.20444508652503e+000dB,-4.55964525816059e+000°)
9.77237220955790e+006	(-1.21606791801326e+000dB,-4.56255644819706e+000°)
9.99999999999979e+006	(-1.22753727883105e+000dB,-4.56456989874173e+000°)
1.02329299228073e+007	(-1.23884484997907e+000dB,-4.56575676256837e+000°)
1.04712854805088e+007	(-1.24998291616239e+000dB,-4.56619076964286e+000°)
1.07151930523758e+007	(-1.26094437967538e+000dB,-4.56594792642818e+000°)
1.09647819614316e+007	(-1.27172277021609e+000dB,-4.56510621477238e+000°)
1.12201845430194e+007	(-1.28231225070080e+000dB,-4.56374529318778e+000°)
1.14815362149686e+007	(-1.29270761925990e+000dB,-4.56194620272195e+000°)
1.17489755493950e+007	(-1.30290430753492e+000dB,-4.55979108001260e+000°)
1.20226443461739e+007	(-1.31289837556137e+000dB,-4.55736287902477e+000°)
1.23026877081236e+007	(-1.32268650339236e+000dB,-4.55474510397837e+000°)
1.25892541179414e+007	(-1.33226597977742e+000dB,-4.55202155435751e+000°)
1.28824955169311e+007	(-1.34163468812193e+000dB,-4.54927608397969e+000°)
